fecha_orig	Arroyo	Calatayud	Mendavia	Miranda	fecha	Logroño	fecha	Tudela	fecha
1997-05-29 00:00:00	0,83	7,54	35,7	33,3	1998-01-25 00:00:00	50,86	2004-11-25 00:00:00	228	2005-03-13 00:00:00
1997-05-30 00:00:00	0,83	7,28	43,6	41,3	1998-01-26 00:00:00	48,18	2004-11-26 00:00:00	247	2005-03-14 00:00:00
1997-05-31 00:00:00	0,83	10,66	46,8	35,4	1998-01-27 00:00:00	102,58	2004-11-27 00:00:00	276	2005-03-15 00:00:00
1997-06-01 00:00:00	0,83	18,07	89,1	36,2	1998-01-28 00:00:00	118,86	2004-11-28 00:00:00	404	2005-03-16 00:00:00
1997-06-02 00:00:00	0,83	16,16	201,5	50,4	1998-01-29 00:00:00	40,22	2004-11-29 00:00:00	574	2005-03-17 00:00:00
1997-06-03 00:00:00	1,19	17,03	157,5	59,7	1998-01-30 00:00:00	103,76	2004-11-30 00:00:00	676	2005-03-18 00:00:00
1997-06-04 00:00:00	0,87	15,27	174,7	52,8	1998-01-31 00:00:00	157,78	2004-12-01 00:00:00	643	2005-03-19 00:00:00
1997-06-05 00:00:00	0,83	40,6	251	46,6	1998-02-01 00:00:00	                	2004-12-02 00:00:00	614	2005-03-20 00:00:00
1997-06-06 00:00:00	0,83	29,52	276,7	37,9	1998-02-02 00:00:00	                	2004-12-03 00:00:00	548	2005-03-21 00:00:00
1997-06-07 00:00:00	0,8	20,82	177,9	39,1	1998-02-03 00:00:00	                	2004-12-04 00:00:00	556	2005-03-22 00:00:00
1997-06-08 00:00:00	0,76	14,73	138	55,7	1998-02-04 00:00:00	134,44	2004-12-05 00:00:00	600	2005-03-23 00:00:00
1997-06-09 00:00:00	0,76	11,65	101,2	60,3	1998-02-05 00:00:00	84,76	2004-12-06 00:00:00	475	2005-03-24 00:00:00
1997-06-10 00:00:00	0,76	11,41	83,3	60,3	1998-02-06 00:00:00	73,83	2004-12-07 00:00:00	403	2005-03-25 00:00:00
1997-06-11 00:00:00	0,76	11,08	75,4	49,3	1998-02-07 00:00:00	64,42	2004-12-08 00:00:00	352	2005-03-26 00:00:00
1997-06-12 00:00:00	0,76	11,08	64,9	29,7	1998-02-08 00:00:00	57,92	2004-12-09 00:00:00	320	2005-03-27 00:00:00
1997-06-13 00:00:00	0,76	11,08	59,1	31,7	1998-02-09 00:00:00	57,87	2004-12-10 00:00:00	298	2005-03-28 00:00:00
1997-06-14 00:00:00	0,76	11,08	54,9	29,5	1998-02-10 00:00:00	55,85	2004-12-11 00:00:00	266	2005-03-29 00:00:00
1997-06-15 00:00:00	0,76	11,08	53,5	33	1998-02-11 00:00:00	55,17	2004-12-12 00:00:00	229	2005-03-30 00:00:00
1997-06-16 00:00:00	0,76	10,52	47,9	34,1	1998-02-12 00:00:00	51,51	2004-12-13 00:00:00	203	2005-03-31 00:00:00
1997-06-17 00:00:00	0,76	9,86	41,8	29,2	1998-02-13 00:00:00	46,43	2004-12-14 00:00:00	184	2005-04-01 00:00:00
1997-06-18 00:00:00	0,76	7,45	40,8	28,4	1998-02-14 00:00:00	44,85	2004-12-15 00:00:00	178	2005-04-02 00:00:00
1997-06-19 00:00:00	0,76	5,92	41	27,3	1998-02-15 00:00:00	44,58	2004-12-16 00:00:00	175	2005-04-03 00:00:00
1997-06-20 00:00:00	0,76	5,51	35,3	25,6	1998-02-16 00:00:00	45,07	2004-12-17 00:00:00	173	2005-04-04 00:00:00
1997-06-21 00:00:00	0,76	5,07	35,3	23,2	1998-02-17 00:00:00	61,41	2004-12-18 00:00:00	162	2005-04-05 00:00:00
1997-06-22 00:00:00	0,82	4,65	35,9	22,5	1998-02-18 00:00:00	230,54	2004-12-19 00:00:00	155	2005-04-06 00:00:00
1997-06-23 00:00:00	0,83	4,9	37,3	22	1998-02-19 00:00:00	172,07	2004-12-20 00:00:00	150	2005-04-07 00:00:00
1997-06-24 00:00:00	0,79	5,7	31	22	1998-02-20 00:00:00	240,38	2004-12-21 00:00:00	146	2005-04-08 00:00:00
1997-06-25 00:00:00	0,76	5,45	32,2	22	1998-02-21 00:00:00	224,66	2004-12-22 00:00:00	144	2005-04-09 00:00:00
1997-06-26 00:00:00	6,29	4,93	32,8	22	1998-02-22 00:00:00	197,72	2004-12-23 00:00:00	203	2005-04-10 00:00:00
1997-06-27 00:00:00	13,21	4,35	30,4	30,5	1998-02-23 00:00:00	172,88	2004-12-24 00:00:00	242	2005-04-11 00:00:00
1997-06-28 00:00:00	12,99	4,4	32,8	41,2	1998-02-24 00:00:00	126,01	2004-12-25 00:00:00	388	2005-04-12 00:00:00
1997-06-29 00:00:00	13,31	5,17	51,9	34,8	1998-02-25 00:00:00	88,74	2004-12-26 00:00:00	405	2005-04-13 00:00:00
1997-06-30 00:00:00	13,88	5,57	74,6	38,6	1998-02-26 00:00:00	87,63	2004-12-27 00:00:00	369	2005-04-14 00:00:00
1997-07-01 00:00:00	13,88	5,59	66,1	33,7	1998-02-27 00:00:00	94,07	2004-12-28 00:00:00	324	2005-04-15 00:00:00
1997-07-02 00:00:00	12,09	6,7	59,4	29,7	1998-02-28 00:00:00	178,97	2004-12-29 00:00:00	315	2005-04-16 00:00:00
1997-07-03 00:00:00	9,18	8,34	76,9	28,3	1998-03-01 00:00:00	375,18	2004-12-30 00:00:00	450	2005-04-17 00:00:00
1997-07-04 00:00:00	6,95	8,96	70,5	22,3	1998-03-02 00:00:00	413,99	2004-12-31 00:00:00	592	2005-04-18 00:00:00
1997-07-05 00:00:00	4,1	                	                	18	1998-03-03 00:00:00	                	2005-01-01 00:00:00	637	2005-04-19 00:00:00
1997-07-06 00:00:00	4,1	6,14	53,3	21	1998-03-04 00:00:00	                	2005-01-02 00:00:00	600	2005-04-20 00:00:00
1997-07-07 00:00:00	7,26	5,8	45	23,2	1998-03-05 00:00:00	                	2005-01-03 00:00:00	496	2005-04-21 00:00:00
1997-07-08 00:00:00	10,5	5,2	44,9	22	1998-03-06 00:00:00	                	2005-01-04 00:00:00	638	2005-04-22 00:00:00
1997-07-09 00:00:00	9,86	4,68	43,5	21,4	1998-03-07 00:00:00	                	2005-01-05 00:00:00	747	2005-04-23 00:00:00
1997-07-10 00:00:00	5,99	6,22	58,5	24,4	1998-03-08 00:00:00	                	2005-01-06 00:00:00	558	2005-04-24 00:00:00
1997-07-11 00:00:00	2,83	6,85	67,4	41,2	1998-03-09 00:00:00	                	2005-01-07 00:00:00	444	2005-04-25 00:00:00
1997-07-12 00:00:00	2,83	4,73	53,1	61,6	1998-03-10 00:00:00	                	2005-01-08 00:00:00	365	2005-04-26 00:00:00
1997-07-13 00:00:00	2,88	4,27	47,1	62,5	1998-03-11 00:00:00	                	2005-01-09 00:00:00	305	2005-04-27 00:00:00
1997-07-14 00:00:00	2,79	4,87	42,8	93,7	1998-03-12 00:00:00	                	2005-01-10 00:00:00	257	2005-04-28 00:00:00
1997-07-15 00:00:00	2,7	6,01	37,9	136,3	1998-03-13 00:00:00	                	2005-01-11 00:00:00	205	2005-04-29 00:00:00
1997-07-16 00:00:00	2,54	7,7	39,6	123,1	1998-03-14 00:00:00	                	2005-01-12 00:00:00	182	2005-04-30 00:00:00
1997-07-17 00:00:00	2,45	8,83	103,6	115,7	1998-03-15 00:00:00	                	2005-01-13 00:00:00	158	2005-05-01 00:00:00
1997-07-18 00:00:00	2,35	9,68	306,4	83,2	1998-03-16 00:00:00	                	2005-01-14 00:00:00	146	2005-05-02 00:00:00
1997-07-19 00:00:00	2,33	9,67	155,8	71,5	1998-03-17 00:00:00	                	2005-01-15 00:00:00	137	2005-05-03 00:00:00
1997-07-20 00:00:00	2,34	9,51	97,6	63,9	1998-03-18 00:00:00	                	2005-01-16 00:00:00	114	2005-05-04 00:00:00
1997-07-21 00:00:00	2,45	8,78	82,4	45,3	1998-03-19 00:00:00	68,37	2005-01-17 00:00:00	108	2005-05-05 00:00:00
1997-07-22 00:00:00	2,46	9,43	77,5	33,8	1998-03-20 00:00:00	62,3	2005-01-18 00:00:00	102	2005-05-06 00:00:00
1997-07-23 00:00:00	2,51	13,44	73,7	47,3	1998-03-21 00:00:00	59,38	2005-01-19 00:00:00	93	2005-05-07 00:00:00
1997-07-24 00:00:00	2,58	24,22	86,6	33,1	1998-03-22 00:00:00	143,44	2005-01-20 00:00:00	98	2005-05-08 00:00:00
1997-07-25 00:00:00	2,58	11,23	78,2	25,4	1998-03-23 00:00:00	246,8	2005-01-21 00:00:00	97	2005-05-09 00:00:00
1997-07-26 00:00:00	2,58	7,86	65,2	22,5	1998-03-24 00:00:00	145,31	2005-01-22 00:00:00	97	2005-05-10 00:00:00
1997-07-27 00:00:00	2,7	6,87	53,8	24,3	1998-03-25 00:00:00	120,33	2005-01-23 00:00:00	102	2005-05-11 00:00:00
1997-07-28 00:00:00	2,71	6,29	49,8	27,3	1998-03-26 00:00:00	95,25	2005-01-24 00:00:00	109	2005-05-12 00:00:00
1997-07-29 00:00:00	2,71	6,1	54,3	24,3	1998-03-27 00:00:00	90,45	2005-01-25 00:00:00	152	2005-05-13 00:00:00
1997-07-30 00:00:00	10,78	5,71	49	20,8	1998-03-28 00:00:00	85,96	2005-01-26 00:00:00	166	2005-05-14 00:00:00
1997-07-31 00:00:00	19,5	10,54	50	20,6	1998-03-29 00:00:00	85,83	2005-01-27 00:00:00	190	2005-05-15 00:00:00
1997-08-01 00:00:00	19,51	6,04	43,7	24,4	1998-03-30 00:00:00	83,12	2005-01-28 00:00:00	156	2005-05-16 00:00:00
1997-08-02 00:00:00	18,77	4,88	46,7	29,7	1998-03-31 00:00:00	89,6	2005-01-29 00:00:00	142	2005-05-17 00:00:00
1997-08-03 00:00:00	19,5	4,6	54,2	26,2	1998-04-01 00:00:00	150,6	2005-01-30 00:00:00	267	2005-05-18 00:00:00
1997-08-04 00:00:00	19,07	4,47	52,8	23,2	1998-04-02 00:00:00	163,16	2005-01-31 00:00:00	426	2005-05-19 00:00:00
1997-08-05 00:00:00	13,58	5,54	51,8	22,8	1998-04-03 00:00:00	154,63	2005-02-01 00:00:00	245	2005-05-20 00:00:00
1997-08-06 00:00:00	8,37	8,59	68,5	21	1998-04-04 00:00:00	237,12	2005-02-02 00:00:00	175	2005-05-21 00:00:00
1997-08-07 00:00:00	2,71	7,94	59	19,3	1998-04-05 00:00:00	339,87	2005-02-03 00:00:00	138	2005-05-22 00:00:00
1997-08-08 00:00:00	2,63	7,55	48,8	18,4	1998-04-06 00:00:00	259,14	2005-02-04 00:00:00	115	2005-05-23 00:00:00
1997-08-09 00:00:00	2,7	7,84	46,8	19,1	1998-04-07 00:00:00	218,85	2005-02-05 00:00:00	103	2005-05-24 00:00:00
1997-08-10 00:00:00	2,77	8,02	46,6	30	1998-04-08 00:00:00	178,66	2005-02-06 00:00:00	103	2005-05-25 00:00:00
1997-08-11 00:00:00	2,71	10,47	44,9	33,5	1998-04-09 00:00:00	160,31	2005-02-07 00:00:00	80	2005-05-26 00:00:00
